id,common_name,observed_on,place_guess,location,quality_grade,annotation_summary,url,latitude,longitude,life_stage,alive_dead
258609826,Eastern Mudsnail,2024-12-30 11:51:11-05:00,"Cape May County, NJ, USA","[39.0348433997, -74.7687138997]",research,,https://www.inaturalist.org/observations/258609826,39.0348433997,-74.7687138997,,
257920436,Mud Fiddler Crab,2024-08-27 13:00:02-04:00,"Cape May County, US-NJ, US","[39.1165175839, -74.7408338463]",research,,https://www.inaturalist.org/observations/257920436,39.1165175839,-74.7408338463,,
256978225,Eastern Mudsnail,2024-06-03 06:45:00-04:00,"Cape May, NJ 08204, USA","[38.945449944, -74.8991819415]",research,,https://www.inaturalist.org/observations/256978225,38.945449944,-74.8991819415,,
256660746,Eastern Mudsnail,2024-12-29 13:07:15-05:00,"Gateway National Recreation Area, Highlands, NJ, US","[40.4482716667, -73.99733]",research,,https://www.inaturalist.org/observations/256660746,40.4482716667,-73.99733,,
256389839,Atlantic Menhaden,2024-09-13 10:40:00-04:00,"Cape May, NJ, USA","[38.9285698, -74.933531]",research,Life Stage: Adult,https://www.inaturalist.org/observations/256389839,38.9285698,-74.933531,Adult,
255549595,Ipswich Sparrow,2024-12-18 10:36:00-05:00,"Ludlam Island, Strathmere, NJ, US","[39.1822040811, -74.6698110435]",research,,https://www.inaturalist.org/observations/255549595,39.1822040811,-74.6698110435,,
255425238,Atlantic Menhaden,2024-05-19 10:03:00-04:00,"Cape May County, NJ, USA","[38.9646987585, -74.9655049657]",research,"Life Stage: Adult, Alive or Dead: Dead",https://www.inaturalist.org/observations/255425238,38.9646987585,-74.9655049657,Adult,Dead
254577091,Ipswich Sparrow,2024-12-07 09:50:00-05:00,"Barnegat Bay, New Jersey, USA","[39.8672928, -74.1122506]",research,"Life Stage: Adult, Sex: Cannot Be Determined, Alive or Dead: Alive",https://www.inaturalist.org/observations/254577091,39.8672928,-74.1122506,Adult,Alive
254257962,Northern Diamondback Terrapin,2024-10-07 13:53:00-04:00,"New Jersey, US","[39.4910848971, -74.5039070273]",research,,https://www.inaturalist.org/observations/254257962,39.4910848971,-74.5039070273,,
254251553,Ipswich Sparrow,2024-12-02 14:00:00-05:00,"Barnegat Light, NJ, USA","[39.7606802074, -74.0984035594]",research,,https://www.inaturalist.org/observations/254251553,39.7606802074,-74.0984035594,,
254049481,Northern Diamondback Terrapin,2024-10-02 14:38:00-04:00,United States,"[38.9541615291, -74.9662099632]",research,,https://www.inaturalist.org/observations/254049481,38.9541615291,-74.9662099632,,
253770912,Northern Diamondback Terrapin,2024-06-27 11:44:00-04:00,"New Jersey, US","[39.5165240068, -74.4742655925]",research,,https://www.inaturalist.org/observations/253770912,39.5165240068,-74.4742655925,,
253770907,Northern Diamondback Terrapin,2024-06-27 09:17:00-04:00,"New Jersey, US","[39.4273027252, -74.5861937167]",research,,https://www.inaturalist.org/observations/253770907,39.4273027252,-74.5861937167,,
253770906,Northern Diamondback Terrapin,2024-06-27 09:04:00-04:00,"New Jersey, US","[39.5442527199, -74.4788644139]",research,,https://www.inaturalist.org/observations/253770906,39.5442527199,-74.4788644139,,
253770905,Northern Diamondback Terrapin,2024-06-27 06:59:00-04:00,"New Jersey, US","[39.5328760823, -74.4196337742]",research,,https://www.inaturalist.org/observations/253770905,39.5328760823,-74.4196337742,,
253221403,Atlantic Menhaden,2024-11-25 11:14:28-05:00,"Barnegat Light, NJ, USA","[39.7531661944, -74.1023406944]",research,,https://www.inaturalist.org/observations/253221403,39.7531661944,-74.1023406944,,
252216611,Atlantic Menhaden,2024-11-18 15:00:27-05:00,"North Atlantic Ocean, NJ, US","[39.9310416667, -74.0715111667]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/252216611,39.9310416667,-74.0715111667,,Dead
251824196,Eastern Mudsnail,2024-11-14,Beach Haven,"[39.5592818643, -74.2431961745]",research,,https://www.inaturalist.org/observations/251824196,39.5592818643,-74.2431961745,,
251731662,Atlantic Menhaden,2024-11-10 09:56:00-05:00,"Cape May County, NJ, USA","[38.9660156097, -74.9703410232]",research,,https://www.inaturalist.org/observations/251731662,38.9660156097,-74.9703410232,,
251702814,Northern Diamondback Terrapin,2024-11-14 12:11:51-05:00,"New Jersey, US","[39.517002102, -74.3229260427]",research,,https://www.inaturalist.org/observations/251702814,39.517002102,-74.3229260427,,
251494634,Northern Diamondback Terrapin,2024-09-29 08:00:14-04:00,United States,"[39.3252461906, -75.2465277504]",research,Life Stage: Juvenile,https://www.inaturalist.org/observations/251494634,39.3252461906,-75.2465277504,Juvenile,
251387721,Atlantic Menhaden,2024-11-09 17:56:09-05:00,"Sea Girt, NJ 08750, USA","[40.1383778, -74.0277179997]",research,,https://www.inaturalist.org/observations/251387721,40.1383778,-74.0277179997,,
251242950,Eastern Mudsnail,2024-11-03 15:10:40-05:00,"Jersey City, NJ 07305, USA","[40.6951141698, -74.0690088272]",research,,https://www.inaturalist.org/observations/251242950,40.6951141698,-74.0690088272,,
250482639,Eastern Mudsnail,2024-11-04 14:22:41-05:00,"Upper New York Bay, Jersey City, NJ, US","[40.694375, -74.0653221667]",research,,https://www.inaturalist.org/observations/250482639,40.694375,-74.0653221667,,
250482512,Eastern Mudsnail,2024-11-04 14:24:56-05:00,"Upper New York Bay, Jersey City, NJ, US","[40.6944383333, -74.0651945]",research,,https://www.inaturalist.org/observations/250482512,40.6944383333,-74.0651945,,
250240194,Mud Fiddler Crab,2024-11-02 12:36:00-04:00,"The Wetlands Institute, 1075 Stone Harbor Blvd, Stone Harbor, NJ 08247, USA","[39.0604868, -74.7731307]",research,,https://www.inaturalist.org/observations/250240194,39.0604868,-74.7731307,,
250240193,Mud Fiddler Crab,2024-11-02 12:36:00-04:00,"The Wetlands Institute, 1075 Stone Harbor Blvd, Stone Harbor, NJ 08247, USA","[39.0604868, -74.7731307]",research,,https://www.inaturalist.org/observations/250240193,39.0604868,-74.7731307,,
249947014,Atlantic Menhaden,2024-10-26 13:52:44-04:00,"Port Republic, NJ, USA","[39.5178744997, -74.4950531]",research,,https://www.inaturalist.org/observations/249947014,39.5178744997,-74.4950531,,
249922108,Northern Diamondback Terrapin,2024-10-31 15:43:10-04:00,"New Jersey, US","[39.5431613831, -74.2882671412]",research,"Life Stage: Juvenile, Alive or Dead: Alive",https://www.inaturalist.org/observations/249922108,39.5431613831,-74.2882671412,Juvenile,Alive
249082086,Northern Diamondback Terrapin,2024-10-25 16:54:00-04:00,"New Jersey, US","[39.6617618334, -74.3677578676]",research,Life Stage: Juvenile,https://www.inaturalist.org/observations/249082086,39.6617618334,-74.3677578676,Juvenile,
249021857,Atlantic Menhaden,2024-10-24 11:11:56-04:00,"Manasquan River, Manasquan, NJ, US","[40.1062305, -74.0382]",research,,https://www.inaturalist.org/observations/249021857,40.1062305,-74.0382,,
249020165,Atlantic Menhaden,2024-10-24 11:11:56-04:00,"Manasquan River, Manasquan, NJ, US","[40.1062305, -74.0382]",research,,https://www.inaturalist.org/observations/249020165,40.1062305,-74.0382,,
249010177,Northern Diamondback Terrapin,2024-10-23 11:12:42-04:00,United States,"[40.1801638501, -74.0902880654]",research,,https://www.inaturalist.org/observations/249010177,40.1801638501,-74.0902880654,,
248464621,Mud Fiddler Crab,2024-10-20 15:56:00-04:00,"Old Bridge, NJ, USA","[40.4394054314, -74.2729824398]",research,,https://www.inaturalist.org/observations/248464621,40.4394054314,-74.2729824398,,
248249072,Mud Fiddler Crab,2024-10-19 15:31:15-04:00,"Stone Harbor, NJ 08247, USA","[39.0579166667, -74.7752]",research,,https://www.inaturalist.org/observations/248249072,39.0579166667,-74.7752,,
248201747,Mud Fiddler Crab,2024-10-19 15:06:50-04:00,"Stone Harbor, NJ 08247, USA","[39.0600555556, -74.7730083333]",research,Alive or Dead: Alive,https://www.inaturalist.org/observations/248201747,39.0600555556,-74.7730083333,,Alive
248122791,Eastern Mudsnail,2024-10-19 13:49:18-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.404775, -73.97905]",research,Alive or Dead: Alive,https://www.inaturalist.org/observations/248122791,40.404775,-73.97905,,Alive
248084689,Eastern Mudsnail,2024-10-19 11:35:47-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.4071212408, -73.9757484676]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/248084689,40.4071212408,-73.9757484676,,Dead
248067506,Eastern Mudsnail,2024-10-19 09:46:22-04:00,"Atlantic City, NJ 08401, USA","[39.3572375253, -74.420889169]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/248067506,39.3572375253,-74.420889169,,Dead
247858295,Mud Fiddler Crab,2024-10-14 07:41:00-04:00,"Edwin B. Forsythe National Wildlife Refuge, 800 Great Creek Rd, Galloway, NJ 08205, USA","[39.4688757071, -74.4364621152]",research,,https://www.inaturalist.org/observations/247858295,39.4688757071,-74.4364621152,,
247832416,Eastern Mudsnail,2024-10-17 17:27:25-04:00,Beach Haven,"[39.5592818643, -74.2431961745]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/247832416,39.5592818643,-74.2431961745,,Dead
247832154,Eastern Mudsnail,2024-10-17 17:28:10-04:00,Beach Haven,"[39.5592818643, -74.2431961745]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/247832154,39.5592818643,-74.2431961745,,Dead
247827890,Eastern Mudsnail,2024-10-17 17:29:11-04:00,"Beach Haven, NJ 08008, USA","[39.5592795379, -74.2431961745]",research,,https://www.inaturalist.org/observations/247827890,39.5592795379,-74.2431961745,,
247778322,Eastern Mudsnail,2024-10-16 11:45:00-04:00,"Beach Haven, NJ 08008, USA","[39.5580404369, -74.2389583]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/247778322,39.5580404369,-74.2389583,,Dead
247487416,Northern Diamondback Terrapin,2024-05-02 14:10:41-04:00,"New Jersey, US","[39.4317816071, -74.2655978275]",research,,https://www.inaturalist.org/observations/247487416,39.4317816071,-74.2655978275,,
247030728,Eastern Mudsnail,2024-10-12 12:00:55-04:00,"Upper Township, NJ, USA","[39.2068435997, -74.6568649997]",research,Alive or Dead: Alive,https://www.inaturalist.org/observations/247030728,39.2068435997,-74.6568649997,,Alive
247030127,Eastern Mudsnail,2024-10-12 11:55:07-04:00,"Ocean City, NJ 08226, USA","[39.2067327997, -74.6569728]",research,Alive or Dead: Alive,https://www.inaturalist.org/observations/247030127,39.2067327997,-74.6569728,,Alive
246865117,Atlantic Menhaden,2024-10-11 16:07:58-04:00,United States,"[40.170895905, -74.1202967062]",research,,https://www.inaturalist.org/observations/246865117,40.170895905,-74.1202967062,,
246853950,Eastern Mudsnail,2024-10-09 09:51:32-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.425155849, -73.9845624359]",research,,https://www.inaturalist.org/observations/246853950,40.425155849,-73.9845624359,,
246684542,Eastern Mudsnail,2024-10-10 12:25:34-04:00,"Keansburg, NJ, USA","[40.4555198997, -74.1736652]",research,,https://www.inaturalist.org/observations/246684542,40.4555198997,-74.1736652,,
246683252,Eastern Mudsnail,2024-10-09 16:53:40-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4048402997, -73.9793039997]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/246683252,40.4048402997,-73.9793039997,,Dead
246677887,Mud Fiddler Crab,2024-10-09 09:01:28-04:00,"Galloway, NJ 08205, USA","[39.4631479997, -74.4487938]",research,,https://www.inaturalist.org/observations/246677887,39.4631479997,-74.4487938,,
246635506,Atlantic Menhaden,2024-10-10 11:06:01-04:00,"Port Norris, NJ 08349, USA","[39.2953871246, -75.1234321296]",research,,https://www.inaturalist.org/observations/246635506,39.2953871246,-75.1234321296,,
246564878,Mud Fiddler Crab,2024-10-09 08:59:12-04:00,"Leeds Eco Trail, Absecon, NJ, US","[39.4631466667, -74.4487966667]",research,,https://www.inaturalist.org/observations/246564878,39.4631466667,-74.4487966667,,
246563622,Mud Fiddler Crab,2024-10-09 09:10:32-04:00,"Leeds Eco Trail, Absecon, NJ, US","[39.462975, -74.4488966667]",research,,https://www.inaturalist.org/observations/246563622,39.462975,-74.4488966667,,
246562925,Eastern Mudsnail,2024-10-09 16:49:41-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.40817, -73.980575]",research,,https://www.inaturalist.org/observations/246562925,40.40817,-73.980575,,
246562692,Eastern Mudsnail,2024-10-09 17:18:08-04:00,"Gateway National Recreation Area, Atlantic Highlands, NJ, US","[40.4078883333, -73.980675]",research,,https://www.inaturalist.org/observations/246562692,40.4078883333,-73.980675,,
246461079,Mud Fiddler Crab,2024-10-05 16:17:00-04:00,"Galloway, NJ, USA","[39.4648171696, -74.4476806924]",research,,https://www.inaturalist.org/observations/246461079,39.4648171696,-74.4476806924,,
246394878,Mud Fiddler Crab,2024-09-05 09:40:00-04:00,"Lighthouse Center for Natural Resource Education, Navajo Drive, Waretown, Ocean Twp, NJ, USA","[39.771372676, -74.1915449399]",research,,https://www.inaturalist.org/observations/246394878,39.771372676,-74.1915449399,,
246394877,Mud Fiddler Crab,2024-09-05 09:40:00-04:00,"Lighthouse Center for Natural Resource Education, Navajo Drive, Waretown, Ocean Twp, NJ, USA","[39.7713755107, -74.1915482926]",research,,https://www.inaturalist.org/observations/246394877,39.7713755107,-74.1915482926,,
246394876,Mud Fiddler Crab,2024-09-05 09:40:00-04:00,"Lighthouse Center for Natural Resource Education, Navajo Drive, Waretown, Ocean Twp, NJ, USA","[39.7713780876, -74.1915492984]",research,,https://www.inaturalist.org/observations/246394876,39.7713780876,-74.1915492984,,
246384291,Mud Fiddler Crab,2024-10-03 15:08:00-04:00,"Edwin B. Forsythe National Wildlife Refuge, 800 Great Creek Rd, Galloway, NJ 08205, USA","[39.4644363, -74.4505376]",research,,https://www.inaturalist.org/observations/246384291,39.4644363,-74.4505376,,
246357070,Northern Diamondback Terrapin,2024-10-07 13:54:48-04:00,"New Jersey, US","[39.5807062301, -74.4354824827]",research,,https://www.inaturalist.org/observations/246357070,39.5807062301,-74.4354824827,,
246213406,Northern Diamondback Terrapin,2024-09-14 12:04:00-04:00,"New Jersey, US","[39.4666016747, -74.5578956958]",research,"Life Stage: Adult, Alive or Dead: Alive",https://www.inaturalist.org/observations/246213406,39.4666016747,-74.5578956958,Adult,Alive
246213405,Mud Fiddler Crab,2024-09-14 10:16:00-04:00,"Leeds Eco-Trail, Edwin B. Forsythe National Wildlife Refuge, Galloway, NJ, USA","[39.462411315, -74.4495618694]",research,,https://www.inaturalist.org/observations/246213405,39.462411315,-74.4495618694,,
246100048,Northern Diamondback Terrapin,2024-04-24 17:20:53-04:00,"New Jersey, US","[39.3159596286, -74.4215724187]",research,,https://www.inaturalist.org/observations/246100048,39.3159596286,-74.4215724187,,
246093913,Mud Fiddler Crab,2024-10-06 15:39:00-04:00,"Lighthouse Rd, Heislerville, NJ, US","[39.1962633064, -75.0264106023]",research,,https://www.inaturalist.org/observations/246093913,39.1962633064,-75.0264106023,,
246073214,Mud Fiddler Crab,2024-10-06 15:39:39-04:00,"Lighthouse Rd, Heislerville, NJ, US","[39.19678, -75.0277416667]",research,,https://www.inaturalist.org/observations/246073214,39.19678,-75.0277416667,,
246072318,Eastern Mudsnail,2024-10-06 15:25:22-04:00,"Lighthouse Rd, Heislerville, NJ, US","[39.1966633333, -75.0277861667]",research,,https://www.inaturalist.org/observations/246072318,39.1966633333,-75.0277861667,,
246072267,Eastern Mudsnail,2024-10-06 15:24:31-04:00,"Lighthouse Rd, Heislerville, NJ, US","[39.1966583333, -75.0278555]",research,,https://www.inaturalist.org/observations/246072267,39.1966583333,-75.0278555,,
246072198,Mud Fiddler Crab,2024-10-06 15:21:00-04:00,"Lighthouse Rd, Heislerville, NJ, US","[39.196645, -75.027825]",research,,https://www.inaturalist.org/observations/246072198,39.196645,-75.027825,,
245832576,Atlantic Menhaden,2024-09-21 13:00:21-04:00,"Shell Pile, Wildwood, NJ, US","[38.9498633378, -74.8568534823]",research,,https://www.inaturalist.org/observations/245832576,38.9498633378,-74.8568534823,,
245663227,Mud Fiddler Crab,2024-10-04 13:40:45-04:00,Edwin B. Forsythe National Wildlife Refuge,"[39.4644363188, -74.4505376369]",research,,https://www.inaturalist.org/observations/245663227,39.4644363188,-74.4505376369,,
245511444,Mud Fiddler Crab,2024-10-03 10:36:00-04:00,"galloway, nj","[39.492824, -74.559688]",research,,https://www.inaturalist.org/observations/245511444,39.492824,-74.559688,,
245488068,Mud Fiddler Crab,2024-09-13 15:55:00-04:00,"Lighthouse Center for Natural Resource Education, Navajo Drive, Waretown, Ocean Twp, NJ, USA","[39.7725292014, -74.1924121093]",research,,https://www.inaturalist.org/observations/245488068,39.7725292014,-74.1924121093,,
245450086,Mud Fiddler Crab,2024-10-03 15:10:45-04:00,"West Side, Jersey City, NJ, USA","[40.72837846, -74.0920036]",research,,https://www.inaturalist.org/observations/245450086,40.72837846,-74.0920036,,
245290758,Atlantic Menhaden,2024-10-02 16:09:57-04:00,"Lower Township, NJ, USA","[38.9549527778, -74.908975]",research,,https://www.inaturalist.org/observations/245290758,38.9549527778,-74.908975,,
245290054,Atlantic Menhaden,2024-10-02 16:10:28-04:00,"Cape May Harbor, Cape May, NJ, US","[38.9452663204, -74.9001525623]",research,,https://www.inaturalist.org/observations/245290054,38.9452663204,-74.9001525623,,
245173079,Atlantic Menhaden,2024-09-24,"Lower Township, NJ, USA","[38.9606333333, -74.9599388889]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/245173079,38.9606333333,-74.9599388889,,Dead
245169247,Mud Fiddler Crab,2024-09-28 13:03:00-04:00,"Galloway, NJ, USA","[39.4680960376, -74.4469224192]",research,,https://www.inaturalist.org/observations/245169247,39.4680960376,-74.4469224192,,
245105467,Mud Fiddler Crab,2024-09-30 11:10:19-04:00,"Leeds Eco Trail, Absecon, NJ, US","[39.463355, -74.4487216667]",research,,https://www.inaturalist.org/observations/245105467,39.463355,-74.4487216667,,
244933289,Northern Diamondback Terrapin,2024-09-30 13:38:06-04:00,"New Jersey, US","[39.7468706951, -74.3257873193]",research,"Life Stage: Juvenile, Alive or Dead: Dead",https://www.inaturalist.org/observations/244933289,39.7468706951,-74.3257873193,Juvenile,Dead
244933151,Northern Diamondback Terrapin,2024-09-30 13:37:01-04:00,"New Jersey, US","[39.6097368421, -74.365356862]",research,"Life Stage: Juvenile, Alive or Dead: Dead",https://www.inaturalist.org/observations/244933151,39.6097368421,-74.365356862,Juvenile,Dead
244932918,Northern Diamondback Terrapin,2024-09-30 13:35:42-04:00,"New Jersey, US","[39.7539202939, -74.3279352398]",research,"Life Stage: Juvenile, Alive or Dead: Dead",https://www.inaturalist.org/observations/244932918,39.7539202939,-74.3279352398,Juvenile,Dead
244907587,Mud Fiddler Crab,2024-09-30 10:43:38-04:00,"Henry Hudson Trail, Union Beach, NJ, US","[40.4433283333, -74.1583778333]",research,,https://www.inaturalist.org/observations/244907587,40.4433283333,-74.1583778333,,
244891965,Mud Fiddler Crab,2024-09-29 12:47:03-04:00,"West Cape May, NJ 08204, USA","[38.9510130997, -74.9101215997]",research,,https://www.inaturalist.org/observations/244891965,38.9510130997,-74.9101215997,,
244891942,Mud Fiddler Crab,2024-09-29 12:47:38-04:00,"West Cape May, NJ 08204, USA","[38.9510275, -74.9101155997]",research,,https://www.inaturalist.org/observations/244891942,38.9510275,-74.9101155997,,
244884788,Mud Fiddler Crab,2024-09-29 12:54:33-04:00,"West Cape May, NJ 08204, USA","[38.951295, -74.909801]",research,,https://www.inaturalist.org/observations/244884788,38.951295,-74.909801,,
244884766,Mud Fiddler Crab,2024-09-29 12:54:36-04:00,"West Cape May, NJ 08204, USA","[38.9512919, -74.9097991]",research,,https://www.inaturalist.org/observations/244884766,38.9512919,-74.9097991,,
244809204,Atlantic Menhaden,2024-09-24 10:31:56-04:00,"Cape Island, Cape May, NJ, US","[38.960605, -74.9599916667]",research,,https://www.inaturalist.org/observations/244809204,38.960605,-74.9599916667,,
244622054,Northern Diamondback Terrapin,2021-09-04 20:33:00-04:00,"New Jersey, US","[39.2032586108, -74.5770861613]",research,,https://www.inaturalist.org/observations/244622054,39.2032586108,-74.5770861613,,
244515058,Mud Fiddler Crab,2024-09-13 12:21:22-04:00,"Great Bay Blvd, Little Egg Harbor Twp, NJ, US","[39.5087966667, -74.3241883333]",research,,https://www.inaturalist.org/observations/244515058,39.5087966667,-74.3241883333,,
244499574,Mud Fiddler Crab,2024-09-28 10:58:27-04:00,"Reeds Bay, Absecon, NJ, US","[39.4457298904, -74.4265797485]",research,,https://www.inaturalist.org/observations/244499574,39.4457298904,-74.4265797485,,
244474869,Mud Fiddler Crab,2024-09-28 08:24:53-04:00,"Cape Island, Cape May, NJ, US","[38.9460966667, -74.9224466667]",research,,https://www.inaturalist.org/observations/244474869,38.9460966667,-74.9224466667,,
244394019,Atlantic Menhaden,2024-09-27 16:31:12-04:00,"Bayshore, Sayreville, NJ, US","[40.4763416667, -74.2669966667]",research,,https://www.inaturalist.org/observations/244394019,40.4763416667,-74.2669966667,,
244060540,Atlantic Menhaden,2024-09-22 10:52:46-04:00,"Little Egg Harbor Township, NJ 08087, USA","[39.5389417, -74.3255699997]",research,,https://www.inaturalist.org/observations/244060540,39.5389417,-74.3255699997,,
244060289,Eastern Mudsnail,2024-09-22 10:46:07-04:00,"Little Egg Harbor Township, NJ 08087, USA","[39.5389934, -74.3257351]",research,Alive or Dead: Cannot Be Determined,https://www.inaturalist.org/observations/244060289,39.5389934,-74.3257351,,Cannot
244028529,Northern Diamondback Terrapin,2024-09-25 14:49:40-04:00,United States,"[38.8207307959, -74.8395159695]",research,,https://www.inaturalist.org/observations/244028529,38.8207307959,-74.8395159695,,
243215549,Mud Fiddler Crab,2024-09-21 15:28:00-04:00,"Ventnor City, NJ, USA","[39.3462472222, -74.4893722222]",research,Alive or Dead: Alive,https://www.inaturalist.org/observations/243215549,39.3462472222,-74.4893722222,,Alive
243176837,Atlantic Menhaden,2024-09-21 14:21:44-04:00,"Gateway National Recreation Area, Highlands, NJ, US","[40.45118, -74.0020611167]",research,,https://www.inaturalist.org/observations/243176837,40.45118,-74.0020611167,,
243006568,Mud Fiddler Crab,2024-09-20 23:38:54-04:00,New Jersey,"[40.0515602958, -74.4056612626]",research,,https://www.inaturalist.org/observations/243006568,40.0515602958,-74.4056612626,,
242788540,Northern Diamondback Terrapin,2024-09-19 14:34:33-04:00,United States,"[38.9644540115, -74.8775173924]",research,,https://www.inaturalist.org/observations/242788540,38.9644540115,-74.8775173924,,
242738296,Northern Diamondback Terrapin,2024-09-19 14:34:33-04:00,United States,"[38.9090777435, -74.8587506298]",research,,https://www.inaturalist.org/observations/242738296,38.9090777435,-74.8587506298,,
242727024,Mud Fiddler Crab,2024-09-19 14:48:22-04:00,"Cape Island Creek, Cape May, NJ, US","[38.9405567718, -74.921542131]",research,,https://www.inaturalist.org/observations/242727024,38.9405567718,-74.921542131,,
242715039,Eastern Mudsnail,2024-09-19 13:43:15-04:00,"Cape Island Creek, Cape May, NJ, US","[38.9494353038, -74.9140913385]",research,Alive or Dead: Cannot Be Determined,https://www.inaturalist.org/observations/242715039,38.9494353038,-74.9140913385,,Cannot
242589554,Eastern Mudsnail,2024-09-16 18:44:36-04:00,"Cape May County, US-NJ, US","[39.0572268013, -74.7921202767]",research,Alive or Dead: Cannot Be Determined,https://www.inaturalist.org/observations/242589554,39.0572268013,-74.7921202767,,Cannot
242327948,Northern Diamondback Terrapin,2024-09-16 18:02:24-04:00,"New Jersey, US","[39.3877795752, -74.7394435972]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/242327948,39.3877795752,-74.7394435972,,Dead
242072398,Mud Fiddler Crab,2024-09-15 11:50:21-04:00,"Union Beach, NJ 07735, USA","[40.4432972222, -74.1590694444]",research,,https://www.inaturalist.org/observations/242072398,40.4432972222,-74.1590694444,,
241999817,Atlantic Menhaden,2023-05-17 03:21:00-04:00,"Sandy Hook, Middletown Township, NJ, USA","[40.4686913454, -73.99848593]",research,,https://www.inaturalist.org/observations/241999817,40.4686913454,-73.99848593,,
241974151,Northern Diamondback Terrapin,2024-09-08 15:55:59-04:00,"Cape May County, US-NJ, US","[39.0622348045, -74.6247998666]",research,,https://www.inaturalist.org/observations/241974151,39.0622348045,-74.6247998666,,
241951351,Mud Fiddler Crab,2024-09-15 10:02:00-04:00,"Middle Township, NJ, USA","[39.0593371487, -74.7733774632]",research,,https://www.inaturalist.org/observations/241951351,39.0593371487,-74.7733774632,,
241917041,Mud Fiddler Crab,2024-09-15 11:50:43-04:00,"Union Beach, NJ 07735, USA","[40.4432916667, -74.1590722222]",research,,https://www.inaturalist.org/observations/241917041,40.4432916667,-74.1590722222,,
241903007,Mud Fiddler Crab,2024-09-13 11:54:35-04:00,"Stone Harbor Blvd, Stone Harbor, NJ, US","[39.0590945, -74.7740083333]",research,,https://www.inaturalist.org/observations/241903007,39.0590945,-74.7740083333,,
241537957,Northern Diamondback Terrapin,2024-09-13 16:40:38-04:00,"New Jersey, US","[39.5390638264, -74.348699995]",research,,https://www.inaturalist.org/observations/241537957,39.5390638264,-74.348699995,,
241300345,Northern Diamondback Terrapin,2024-09-12 12:04:11-04:00,"New Jersey, US","[39.2246273234, -74.6968638106]",research,Alive or Dead: Dead,https://www.inaturalist.org/observations/241300345,39.2246273234,-74.6968638106,,Dead
241042719,Mud Fiddler Crab,2024-08-22 11:27:00-04:00,"The Wetlands Institute, Stone Harbor, NJ, USA","[39.0590066874, -74.7739844721]",research,,https://www.inaturalist.org/observations/241042719,39.0590066874,-74.7739844721,,
